"mOTU"	"kingdom"	"phylum"	"class"	"order"	"family"	"genus"	"species"	"mOTU_full"
"ref_mOTU_v25_05041"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Candidatus Wolfebacteria bacterium [Candidatus Wolfebacteria bacterium GW2011_GWA1_44_24/Candidatus Wolfebacteria bacterium GW2011_GWA2_42_10/Candidatus Wolfebacteria bacterium GW2011_GWB1_41_12]"	"ref_mOTU_v25_05041"
"ref_mOTU_v25_05042"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Candidatus Wolfebacteria bacterium [Candidatus Wolfebacteria bacterium GW2011_GWA2_47_9b/Candidatus Wolfebacteria bacterium GW2011_GWB1_47_1/Candidatus Wolfebacteria bacterium GW2011_GWB1_47_243/Candidatus Wolfebacteria bacterium GW2011_GWB2_46_69/Candidatus Wolfebacteria bacterium GW2011_GWC1_47_103/Candidatus Wolfebacteria bacterium GW2011_GWC2_46_275/Candidatus Wolfebacteria bacterium GW2011_GWD2_47_17/Candidatus Wolfebacteria bacterium GW2011_GWE2_47_12]"	"ref_mOTU_v25_05042"
"ref_mOTU_v25_05043"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Candidatus Wolfebacteria bacterium [Candidatus Wolfebacteria bacterium GW2011_GWC1_37_10/Candidatus Wolfebacteria bacterium RIFCSPLOWO2_01_FULL_38_11]"	"ref_mOTU_v25_05043"
"ref_mOTU_v25_05044"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Candidatus Wolfebacteria bacterium [Candidatus Wolfebacteria bacterium GW2011_GWC2_39_22/Candidatus Wolfebacteria bacterium GW2011_GWE2_44_13]"	"ref_mOTU_v25_05044"
"ref_mOTU_v25_05045"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Candidatus Yanofskybacteria bacterium [Candidatus Yanofskybacteria bacterium GW2011_GWA2_44_10/Candidatus Yanofskybacteria bacterium GW2011_GWB1_45_11/Candidatus Yanofskybacteria bacterium RIFCSPHIGHO2_01_FULL_44_110b/Candidatus Yanofskybacteria bacterium RIFCSPHIGHO2_02_FULL_44_36b/Candidatus Yanofskybacteria bacterium RIFCSPHIGHO2_12_FULL_44_29b/Candidatus Yanofskybacteria bacterium RIFCSPLOWO2_01_FULL_44_88/Candidatus Yanofskybacteria bacterium RIFCSPLOWO2_02_FULL_44_18/Candidatus Yanofskybacteria bacterium RIFCSPLOWO2_12_FULL_44_13b]"	"ref_mOTU_v25_05045"
"ref_mOTU_v25_05046"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Candidatus Yanofskybacteria bacterium [Candidatus Yanofskybacteria bacterium GW2011_GWA2_44_9/Candidatus Yanofskybacteria bacterium RIFCSPHIGHO2_01_FULL_44_24/Candidatus Yanofskybacteria bacterium RIFCSPHIGHO2_02_FULL_44_12b/Candidatus Yanofskybacteria bacterium RIFCSPLOWO2_01_FULL_44_22]"	"ref_mOTU_v25_05046"
"ref_mOTU_v25_05047"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Candidatus Yanofskybacteria bacterium [Candidatus Yanofskybacteria bacterium GW2011_GWE2_40_11/Candidatus Yanofskybacteria bacterium RIFOXYA1_FULL_44_17/Candidatus Yanofskybacteria bacterium RIFOXYA2_FULL_45_28/Candidatus Yanofskybacteria bacterium RIFOXYB1_FULL_44_29/Candidatus Yanofskybacteria bacterium RIFOXYB2_FULL_44_18/Candidatus Yanofskybacteria bacterium RIFOXYC1_FULL_44_16/Candidatus Yanofskybacteria bacterium RIFOXYC2_FULL_44_13/Candidatus Yanofskybacteria bacterium RIFOXYD1_FULL_44_17]"	"ref_mOTU_v25_05047"
"ref_mOTU_v25_05048"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Candidatus Magasanikbacteria bacterium [Candidatus Magasanikbacteria bacterium GW2011_GWA2_45_39/Candidatus Magasanikbacteria bacterium GW2011_GWC2_45_8]"	"ref_mOTU_v25_05048"
"ref_mOTU_v25_05049"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Bacteria sp. [Candidatus Magasanikbacteria bacterium GW2011_GWA2_46_17/Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_02_FULL_49_16]"	"ref_mOTU_v25_05049"
"ref_mOTU_v25_05050"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Bacteria sp. [Candidatus Peregrinibacteria bacterium GW2011_GWA2_33_10/Candidatus Peregrinibacteria bacterium GW2011_GWC2_33_13/Candidatus Wolfebacteria bacterium RIFOXYB2_FULL_49_7]"	"ref_mOTU_v25_05050"
"ref_mOTU_v25_05051"	"Bacteria"	"Candidatus Wolfebacteria"	"Candidatus Wolfebacteria class incertae sedis"	"Candidatus Wolfebacteria order incertae sedis"	"Candidatus Wolfebacteria fam. incertae sedis"	"Candidatus Wolfebacteria gen. incertae sedis"	"Candidatus Wolfebacteria bacterium RIFOXYB1_FULL_54_12"	"ref_mOTU_v25_05051"
"ref_mOTU_v25_05052"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Candidatus Peregrinibacteria bacterium [Candidatus Peregrinibacteria bacterium GW2011_GWA2_38_36/Candidatus Peregrinibacteria bacterium GW2011_GWC2_39_14]"	"ref_mOTU_v25_05052"
"ref_mOTU_v25_05053"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Candidatus Peregrinibacteria bacterium [Candidatus Peregrinibacteria bacterium GW2011_GWA2_43_8/Candidatus Peregrinibacteria bacterium GW2011_GWF2_43_17]"	"ref_mOTU_v25_05053"
"ref_mOTU_v25_05054"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Candidatus Peribacteria bacterium [Candidatus Peribacteria bacterium GW2011_GWB1_54_5/Candidatus Peribacteria bacterium GW2011_GWC2_54_8/Candidatus Peribacteria bacterium RIFOXYA1_FULL_56_14/Candidatus Peribacteria bacterium RIFOXYA2_FULL_55_28/Candidatus Peribacteria bacterium RIFOXYB1_FULL_54_35/Candidatus Peribacteria bacterium RIFOXYB2_FULL_54_17/Candidatus Peribacteria bacterium RIFOXYC1_FULL_54_13/Candidatus Peribacteria bacterium RIFOXYC2_FULL_55_14/Candidatus Peribacteria bacterium RIFOXYD1_FULL_54_13]"	"ref_mOTU_v25_05054"
"ref_mOTU_v25_05055"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Candidatus Peregrinibacteria bacterium [Candidatus Peregrinibacteria bacterium GW2011_GWE2_39_6/Candidatus Peregrinibacteria bacterium GW2011_GWF2_39_17]"	"ref_mOTU_v25_05055"
"ref_mOTU_v25_05056"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Candidatus Peregrinibacteria bacterium [Candidatus Peregrinibacteria bacterium GW2011_GWF2_33_10/Candidatus Peregrinibacteria bacterium RIFOXYA12_FULL_33_12/Candidatus Peregrinibacteria bacterium RIFOXYA2_FULL_33_21/Candidatus Peregrinibacteria bacterium RIFOXYB2_FULL_33_20]"	"ref_mOTU_v25_05056"
"ref_mOTU_v25_05057"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Candidatus Saccharibacteria bacterium [Candidatus Saccharibacteria bacterium GW2011_GWA2_46_10/Candidatus Saccharibacteria bacterium RIFCSPHIGHO2_12_FULL_47_17]"	"ref_mOTU_v25_05057"
"ref_mOTU_v25_05058"	"Bacteria"	"Candidatus Saccharibacteria"	"Candidatus Saccharibacteria class incertae sedis"	"Candidatus Saccharibacteria order incertae sedis"	"Candidatus Saccharibacteria fam. incertae sedis"	"Candidatus Saccharibacteria gen. incertae sedis"	"Candidatus Saccharibacteria bacterium RIFCSPHIGHO2_12_FULL_47_16b"	"ref_mOTU_v25_05058"
"ref_mOTU_v25_05059"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"Candidatus Saccharibacteria bacterium [Candidatus Saccharibacteria bacterium GW2011_GWC2_44_17/Candidatus Saccharibacteria bacterium RIFCSPHIGHO2_01_FULL_46_30/Candidatus Saccharibacteria bacterium RIFCSPHIGHO2_12_FULL_47_16]"	"ref_mOTU_v25_05059"
"ref_mOTU_v25_05060"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"candidate division TM6 bacterium [candidate division TM6 bacterium GW2011_GWA2_36_9/candidate division TM6 bacterium GW2011_GWE2_36_25/candidate division TM6 bacterium GW2011_GWF2_36_131]"	"ref_mOTU_v25_05060"
"ref_mOTU_v25_05061"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"candidate division TM6 bacterium [candidate division TM6 bacterium GW2011_GWE2_31_21/candidate division TM6 bacterium GW2011_GWF2_33_332]"	"ref_mOTU_v25_05061"
"ref_mOTU_v25_05062"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"candidate division WS6 bacterium [candidate division WS6 bacterium GW2011_GWB1_33_6/candidate division WS6 bacterium GW2011_GWC1_33_20/candidate division WS6 bacterium GW2011_GWD1_35_594/candidate division WS6 bacterium GW2011_GWE2_33_157/candidate division WS6 bacterium GW2011_GWF1_33_233/candidate division WS6 bacterium GW2011_GWF2_33_92/candidate division WS6 bacterium GW2011_WS6_33_547/candidate division WS6 bacterium RIFOXYC1_FULL_33_9/candidate division WS6 bacterium RIFOXYB1_FULL_33_15]"	"ref_mOTU_v25_05062"
"ref_mOTU_v25_05063"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"candidate division WWE3 bacterium [candidate division WWE3 bacterium GW2011_GWA1_41_8/candidate division WWE3 bacterium GW2011_GWB1_41_6/candidate division WWE3 bacterium GW2011_GWC1_41_7/candidate division WWE3 bacterium RIFCSPLOWO2_01_FULL_41_9]"	"ref_mOTU_v25_05063"
"ref_mOTU_v25_05064"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"candidate division WWE3 bacterium [candidate division WWE3 bacterium GW2011_GWA1_42_46/candidate division WWE3 bacterium GW2011_GWA2_42_9/candidate division WWE3 bacterium GW2011_GWB1_42_41/candidate division WWE3 bacterium GW2011_GWC1_42_102/candidate division WWE3 bacterium GW2011_GWC2_41_23/candidate division WWE3 bacterium GW2011_GWD1_42_70/candidate division WWE3 bacterium GW2011_GWD2_42_11/candidate division WWE3 bacterium GW2011_GWE1_41_72/candidate division WWE3 bacterium GW2011_GWE2_42_25/candidate division WWE3 bacterium GW2011_GWF2_41_45/candidate division WWE3 bacterium RIFOXYA1_FULL_41_11/candidate division WWE3 bacterium RIFOXYB1_FULL_42_27/candidate division WWE3 bacterium RIFOXYC1_FULL_42_17/candidate division WWE3 bacterium RIFOXYD1_FULL_42_24]"	"ref_mOTU_v25_05064"
"ref_mOTU_v25_05065"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"candidate division WWE3 bacterium [candidate division WWE3 bacterium GW2011_GWA1_46_21/candidate division WWE3 bacterium GW2011_GWA2_46_9/candidate division WWE3 bacterium GW2011_GWB1_47_11/candidate division WWE3 bacterium GW2011_GWC1_47_10]"	"ref_mOTU_v25_05065"
"ref_mOTU_v25_05066"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"candidate division WWE3 bacterium [candidate division WWE3 bacterium GW2011_GWB2_43_22/candidate division WWE3 bacterium RIFOXYA12_FULL_43_11/candidate division WWE3 bacterium RIFOXYA2_FULL_43_12/candidate division WWE3 bacterium RIFOXYB2_FULL_43_9/candidate division WWE3 bacterium RIFOXYC2_FULL_42_13/candidate division WWE3 bacterium RIFOXYD2_FULL_43_10]"	"ref_mOTU_v25_05066"
"ref_mOTU_v25_05067"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"candidate division WWE3 bacterium [candidate division WWE3 bacterium GW2011_GWE1_41_27/candidate division WWE3 bacterium GW2011_GWF2_42_42/candidate division WWE3 bacterium RIFOXYD1_FULL_43_17]"	"ref_mOTU_v25_05067"
"ref_mOTU_v25_05068"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"candidate division Kazan bacterium [candidate division Kazan bacterium GW2011_GWA1_50_15/candidate division Kazan bacterium GW2011_GWC1_52_13/candidate division Kazan bacterium GW2011_GWB1_52_7]"	"ref_mOTU_v25_05068"
"ref_mOTU_v25_05069"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides plebeius"	"ref_mOTU_v25_05069"
"ref_mOTU_v25_05070"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"uncultured Bacteroides sp."	"ref_mOTU_v25_05070"
"ref_mOTU_v25_05071"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Bacteroides"	"Bacteroides mediterraneensis"	"ref_mOTU_v25_05071"
"ref_mOTU_v25_05072"	"Bacteria"	"Actinobacteria"	"Coriobacteriia"	"Coriobacteriales"	"Atopobiaceae"	"Olsenella"	"Olsenella sp. [Olsenella sp. SIT9/Olsenella sp. HMSC062G07]"	"ref_mOTU_v25_05072"
"ref_mOTU_v25_05073"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Paenibacillaceae"	"Paenibacillus"	"Paenibacillus naphthalenovorans [Paenibacillus naphthalenovorans/Paenibacillus sp. YK5]"	"ref_mOTU_v25_05073"
"ref_mOTU_v25_05074"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Nitrosomonadales fam. incertae sedis"	"Nitrosomonadales gen. incertae sedis"	"Methylophilales bacterium [Methylophilales bacterium MBRSF5/Methylophilales bacterium MBRSG12/Methylophilales bacterium MBRS-H7]"	"ref_mOTU_v25_05074"
"ref_mOTU_v25_05075"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Nitrosomonadales fam. incertae sedis"	"Nitrosomonadales gen. incertae sedis"	"beta proteobacterium KB13"	"ref_mOTU_v25_05075"
"ref_mOTU_v25_05076"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Citromicrobium"	"Citromicrobium bathyomarinum [Citromicrobium sp. JL31/Citromicrobium sp. JL2201/Citromicrobium sp. JL1351/Citromicrobium sp. JL477/Citromicrobium sp. WPS32/Citromicrobium sp. RCC1878/Citromicrobium sp. RCC1885/Citromicrobium sp. RCC1897/Citromicrobium bathyomarinum]"	"ref_mOTU_v25_05076"
"ref_mOTU_v25_05077"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacterales fam. incertae sedis"	"Enterobacterales gen. incertae sedis"	"bacteria symbiont BFo2 of Frankliniella occidentalis"	"ref_mOTU_v25_05077"
"ref_mOTU_v25_05078"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Rosenbergiella"	"Rosenbergiella nectarea"	"ref_mOTU_v25_05078"
"ref_mOTU_v25_05079"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Leuconostocaceae"	"Weissella"	"Weissella viridescens"	"ref_mOTU_v25_05079"
"ref_mOTU_v25_05080"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Burkholderiales fam. incertae sedis"	"Thiomonas"	"Thiomonas arsenitoxydans/intermedia [Thiomonas sp. ACO3/Thiomonas sp. ACO7/Thiomonas sp. SCN 64-16/Burkholderiales bacterium Beta_02/Thiomonas sp. B1/Thiomonas arsenitoxydans/Thiomonas sp. CB2/Thiomonas intermedia]"	"ref_mOTU_v25_05080"
"ref_mOTU_v25_05081"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Roseovarius"	"Roseovarius sp. [Roseovarius sp. BRH_c41/Roseovarius sp. 217]"	"ref_mOTU_v25_05081"
"ref_mOTU_v25_05082"	"Bacteria"	"Spirochaetes"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Treponema"	"Treponema bryantii"	"ref_mOTU_v25_05082"
"ref_mOTU_v25_05083"	"Bacteria"	"Spirochaetes"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Treponema"	"Treponema bryantii"	"ref_mOTU_v25_05083"
"ref_mOTU_v25_05084"	"Bacteria"	"Spirochaetes"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Treponema"	"Treponema bryantii"	"ref_mOTU_v25_05084"
"ref_mOTU_v25_05085"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Tamlana"	"Tamlana agarivorans [Tamlana sp. s12/Tamlana agarivorans]"	"ref_mOTU_v25_05085"
"ref_mOTU_v25_05086"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Leuconostocaceae"	"Fructobacillus"	"Fructobacillus fructosus"	"ref_mOTU_v25_05086"
"ref_mOTU_v25_05087"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Leuconostocaceae"	"Weissella"	"Weissella jogaejeotgali"	"ref_mOTU_v25_05087"
"ref_mOTU_v25_05088"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Leuconostocaceae"	"Weissella"	"Weissella paramesenteroides"	"ref_mOTU_v25_05088"
"ref_mOTU_v25_05089"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	"Desulfosporosinus"	"Desulfosporosinus sp. [Desulfosporosinus sp. BG/Desulfosporosinus sp. OT]"	"ref_mOTU_v25_05089"
"ref_mOTU_v25_05090"	"Bacteria"	"Candidatus Kryptonia"	"Candidatus Kryptonia class incertae sedis"	"Candidatus Kryptonia order incertae sedis"	"Candidatus Kryptonia fam. incertae sedis"	"Candidatus Kryptonium"	"Candidatus Kryptonium thompsoni"	"ref_mOTU_v25_05090"
"ref_mOTU_v25_05091"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	"Rheinheimera"	"Rheinheimera sp. KL1"	"ref_mOTU_v25_05091"
"ref_mOTU_v25_05092"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	"Rheinheimera"	"Rheinheimera sp. A13L"	"ref_mOTU_v25_05092"
"ref_mOTU_v25_05093"	"Bacteria"	"Thermotogae"	"Thermotogae"	"Thermotogales"	"Thermotogaceae"	"Thermotoga"	"Thermotoga sp. [Thermotoga sp. 50_64/Thermotoga sp. 50_1627]"	"ref_mOTU_v25_05093"
"ref_mOTU_v25_05094"	"Bacteria"	"Thermodesulfobacteria"	"Thermodesulfobacteria"	"Thermodesulfobacteriales"	"Thermodesulfobacteriaceae"	"Thermodesulfobacterium"	"Thermodesulfobacterium commune [Thermodesulfobacterium sp. 37_54/Thermodesulfobacterium commune]"	"ref_mOTU_v25_05094"
"ref_mOTU_v25_05095"	"Bacteria"	"Synergistetes"	"Synergistia"	"Synergistales"	"Synergistales fam. incertae sedis"	"Synergistales gen. incertae sedis"	"Synergistales bacterium [Synergistales bacterium 58_81/Synergistales bacterium 57_84]"	"ref_mOTU_v25_05095"
"ref_mOTU_v25_05096"	"Bacteria"	"Bacteria phylum incertae sedis"	"Bacteria class incertae sedis"	"Bacteria order incertae sedis"	"Bacteria fam. incertae sedis"	"Bacteria gen. incertae sedis"	"candidate division TA06 bacterium [candidate division TA06 bacterium 34_109/candidate division TA06 bacterium 32_111]"	"ref_mOTU_v25_05096"
"ref_mOTU_v25_05097"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Oceanobacillus"	"Oceanobacillus caeni [Bacilli bacterium VT-13-104/Oceanobacillus caeni]"	"ref_mOTU_v25_05097"
"ref_mOTU_v25_05098"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Oceanobacillus"	"Oceanobacillus sp. Castelsardo"	"ref_mOTU_v25_05098"
"ref_mOTU_v25_05099"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Aurantimonadaceae"	"Aureimonas"	"Aureimonas ureilytica [Aureimonas sp. D3/Aureimonas sp. N4/Aureimonas ureilytica]"	"ref_mOTU_v25_05099"
"ref_mOTU_v25_05100"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Mycobacteriaceae"	"Mycobacterium"	"Mycobacterium sp. [Mycobacterium sp. UM_11/Mycobacterium sp. ACS4054/Mycobacterium sp. E2989/Mycobacterium sp. E3339]"	"ref_mOTU_v25_05100"
"ref_mOTU_v25_05101"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Mycobacteriaceae"	"Mycobacterium"	"Mycobacterium europaeum"	"ref_mOTU_v25_05101"
"ref_mOTU_v25_05102"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Mycobacteriaceae"	"Mycobacterium"	"Mycobacterium paraseoulense"	"ref_mOTU_v25_05102"
"ref_mOTU_v25_05103"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Mycobacteriaceae"	"Mycobacterium"	"Mycobacterium nebraskense"	"ref_mOTU_v25_05103"
"ref_mOTU_v25_05104"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Mycobacteriaceae"	"Mycobacterium"	"Mycobacterium sp. [Mycobacterium sp. E1386/Mycobacterium sp. E2238/Mycobacterium sp. E3251]"	"ref_mOTU_v25_05104"
"ref_mOTU_v25_05105"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Mycobacteriaceae"	"Mycobacterium"	"Mycobacterium sp. [Mycobacterium sp. 852002-51613_SCH5001154/Mycobacterium sp. 852002-53434_SCH5985345/Mycobacterium sp. 852014-52450_SCH5900713]"	"ref_mOTU_v25_05105"
"ref_mOTU_v25_05106"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Mycobacteriaceae"	"Mycobacterium"	"Mycobacterium sp. [Mycobacterium sp. 852002-30065_SCH5024008/Mycobacterium sp. 852014-50255_SCH5639931]"	"ref_mOTU_v25_05106"
"ref_mOTU_v25_05107"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Mycobacteriaceae"	"Mycobacterium"	"Mycobacterium sp. E2733"	"ref_mOTU_v25_05107"
"ref_mOTU_v25_05108"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Mycobacteriaceae"	"Mycobacterium"	"Mycobacterium malmoense/parascrofulaceum"	"ref_mOTU_v25_05108"
"ref_mOTU_v25_05109"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Mycobacteriaceae"	"Mycobacterium"	"Mycobacterium scrofulaceum"	"ref_mOTU_v25_05109"
"ref_mOTU_v25_05110"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Mycobacteriaceae"	"Mycobacterium"	"Mycobacterium sp. [Mycobacterium sp. E183/Mycobacterium sp. E188]"	"ref_mOTU_v25_05110"
"ref_mOTU_v25_05111"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Mycobacteriaceae"	"Mycobacterium"	"Mycobacterium sp. E1747"	"ref_mOTU_v25_05111"
"ref_mOTU_v25_05112"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Mycobacteriaceae"	"Mycobacterium"	"Mycobacterium paraffinicum"	"ref_mOTU_v25_05112"
"ref_mOTU_v25_05113"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Mycobacteriaceae"	"Mycobacterium"	"Mycobacterium scrofulaceum"	"ref_mOTU_v25_05113"
"ref_mOTU_v25_05114"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Phaeobacter"	"Phaeobacter italicus [Nautella sp. ECSMB14104/Ruegeria sp. R11/Phaeobacter italicus]"	"ref_mOTU_v25_05114"
"ref_mOTU_v25_05115"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacilli order [Bacillales/Lactobacillales]"	"Bacilli fam. [Listeriaceae/Enterococcaceae]"	"Bacilli gen. [Enterococcus/Listeria]"	"Bacilli sp. [Listeria monocytogenes/Enterococcus sp. 5B7_DIV0075/Enterococcus thailandicus]"	"ref_mOTU_v25_05115"
"ref_mOTU_v25_05116"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria class incertae sedis"	"Nostocales"	"Nostocaceae"	"Anabaena"	"Anabaena sp. PCC 7108"	"ref_mOTU_v25_05116"
